id_venta,producto,cantidad,precio_unitario,total,fecha
2521,Tablet,1,3911,3911,2023-09-25
2522,Disco Duro,4,4762,19048,2025-04-22
2523,Monitor,4,3976,15904,2023-10-10
2524,Auriculares,3,2712,8136,2025-06-10
2525,Disco Duro,4,3038,12152,2025-05-20
2526,Monitor,3,2044,6132,2025-07-23
2527,Impresora,2,4451,8902,2023-10-18
2528,Auriculares,3,1545,4635,2023-12-09
2529,Memoria USB,2,1298,2596,2025-01-20
2530,Tablet,1,533,533,2023-09-15
2531,Celular,4,4357,17428,2024-03-30
2532,Teclado,3,1753,5259,2024-07-02
2533,Celular,3,3390,10170,2024-06-11
2534,Auriculares,4,3941,15764,2023-09-01
2535,Memoria USB,4,2520,10080,2025-06-29
2536,Tablet,1,3484,3484,2024-12-15
2537,Memoria USB,1,2279,2279,2025-08-18
2538,Disco Duro,3,4783,14349,2025-05-21
2539,Tablet,1,4709,4709,2024-05-15
2540,Disco Duro,2,2679,5358,2023-11-18
2541,Monitor,1,275,275,2024-11-19
2542,Auriculares,1,1522,1522,2025-05-09
2543,Monitor,3,4676,14028,2025-02-05
2544,Mouse,2,2130,4260,2024-01-17
2545,Memoria USB,1,426,426,2025-08-20
2546,Disco Duro,2,2869,5738,2024-10-26
2547,Impresora,2,3196,6392,2024-04-20
2548,Monitor,2,1880,3760,2025-07-24
2549,Mouse,4,4374,17496,2023-10-27
2550,Laptop,4,742,2968,2024-09-03
2551,Celular,4,1302,5208,2024-09-13
2552,Tablet,4,633,2532,2024-03-18
2553,Mouse,3,3351,10053,2024-10-10
2554,Auriculares,1,3136,3136,2023-09-07
2555,Monitor,4,1998,7992,2024-06-14
2556,Auriculares,3,832,2496,2024-03-29
2557,Celular,1,1806,1806,2024-08-23
2558,Impresora,4,350,1400,2024-04-07
2559,Memoria USB,1,2232,2232,2025-05-14
2560,Memoria USB,4,1236,4944,2024-11-04
2561,Auriculares,3,4502,13506,2025-07-12
2562,Disco Duro,2,3357,6714,2025-02-04
2563,Impresora,2,2395,4790,2024-11-14
2564,Memoria USB,1,1260,1260,2023-09-27
2565,Impresora,3,339,1017,2024-10-17
2566,Mouse,2,4514,9028,2025-05-03
2567,Impresora,4,1934,7736,2024-02-27
2568,Teclado,2,4220,8440,2024-02-16
2569,Celular,1,4811,4811,2025-04-21
2570,Memoria USB,1,349,349,2024-07-02
2571,Impresora,3,679,2037,2023-09-11
2572,Auriculares,1,3708,3708,2025-06-28
2573,Laptop,2,3138,6276,2024-09-07
2574,Teclado,2,4936,9872,2025-04-22
2575,Teclado,2,1992,3984,2024-01-12
2576,Disco Duro,2,1813,3626,2023-10-23
2577,Impresora,3,3238,9714,2024-04-20
2578,Disco Duro,4,4577,18308,2024-04-16
2579,Disco Duro,4,2553,10212,2023-12-31
2580,Laptop,3,2477,7431,2025-04-18
2581,Mouse,1,3120,3120,2025-04-16
2582,Impresora,4,4386,17544,2025-05-28
2583,Monitor,1,2753,2753,2023-12-23
2584,Memoria USB,4,4500,18000,2024-11-04
2585,Disco Duro,1,4175,4175,2024-07-29
2586,Celular,3,239,717,2024-10-14
2587,Tablet,2,2838,5676,2025-05-13
2588,Celular,1,1926,1926,2024-11-19
2589,Laptop,2,2631,5262,2024-03-07
2590,Laptop,1,2613,2613,2024-05-30
2591,Auriculares,1,115,115,2023-08-23
2592,Mouse,1,1008,1008,2025-08-14
2593,Memoria USB,1,1132,1132,2024-07-19
2594,Disco Duro,1,2298,2298,2024-03-21
2595,Celular,2,265,530,2023-11-17
2596,Tablet,1,2178,2178,2025-06-17
2597,Laptop,2,4349,8698,2025-07-21
2598,Laptop,3,3369,10107,2023-10-22
2599,Mouse,4,2745,10980,2023-11-25
2600,Tablet,1,4097,4097,2025-02-25
2601,Tablet,4,4918,19672,2024-01-16
2602,Mouse,2,2686,5372,2024-04-24
2603,Laptop,3,3219,9657,2025-05-27
2604,Memoria USB,3,2774,8322,2024-06-14
2605,Impresora,3,1437,4311,2023-12-23
2606,Impresora,4,674,2696,2025-06-07
2607,Mouse,2,2462,4924,2025-07-16
2608,Tablet,1,130,130,2025-07-26
2609,Disco Duro,1,109,109,2024-11-20
2610,Mouse,2,782,1564,2024-09-24
2611,Memoria USB,4,3192,12768,2025-08-10
2612,Mouse,1,2199,2199,2024-04-09
2613,Teclado,2,2524,5048,2025-02-06
2614,Celular,1,1484,1484,2024-09-27
2615,Tablet,3,117,351,2025-04-05
2616,Auriculares,1,312,312,2023-12-30
2617,Auriculares,4,1859,7436,2024-06-09
2618,Tablet,2,1754,3508,2024-05-24
2619,Memoria USB,4,2639,10556,2024-09-01
2620,Teclado,2,4767,9534,2023-10-16
2621,Teclado,3,2216,6648,2025-03-22
2622,Laptop,2,3486,6972,2023-09-17
2623,Celular,1,1926,1926,2024-11-05
2624,Impresora,1,1741,1741,2024-03-06
2625,Monitor,3,3711,11133,2025-05-25
2626,Memoria USB,2,1836,3672,2024-04-21
2627,Monitor,3,272,816,2025-08-15
2628,Monitor,1,4247,4247,2024-02-28
2629,Tablet,4,3539,14156,2025-03-12
2630,Auriculares,3,1927,5781,2025-03-11
2631,Auriculares,4,1930,7720,2024-05-24
2632,Impresora,4,2541,10164,2024-10-04
2633,Tablet,2,3869,7738,2024-07-27
2634,Monitor,3,1078,3234,2024-01-22
2635,Disco Duro,4,3558,14232,2025-03-09
2636,Auriculares,4,2342,9368,2024-09-23
2637,Memoria USB,2,206,412,2024-11-08
2638,Memoria USB,2,968,1936,2025-05-06
2639,Laptop,1,2310,2310,2024-10-22
2640,Mouse,4,4379,17516,2024-12-21
2641,Disco Duro,1,4637,4637,2024-03-13
2642,Auriculares,4,4898,19592,2023-12-12
2643,Teclado,1,4650,4650,2024-07-12
2644,Auriculares,2,229,458,2024-05-06
2645,Laptop,3,2113,6339,2025-01-31
2646,Memoria USB,2,3558,7116,2024-08-06
2647,Monitor,1,1583,1583,2025-06-30
2648,Teclado,1,45,45,2024-10-30
2649,Tablet,3,194,582,2024-10-21
2650,Celular,4,1354,5416,2024-05-28
2651,Monitor,1,341,341,2024-08-27
2652,Celular,1,4170,4170,2025-06-22
2653,Disco Duro,1,4067,4067,2024-04-27
2654,Mouse,3,3247,9741,2024-02-19
2655,Teclado,2,1892,3784,2025-07-25
2656,Impresora,1,2087,2087,2025-06-03
2657,Teclado,3,352,1056,2023-11-08
2658,Auriculares,1,3011,3011,2024-07-23
2659,Memoria USB,4,930,3720,2023-10-11
2660,Auriculares,3,4516,13548,2023-11-15
2661,Auriculares,1,969,969,2025-07-17
2662,Disco Duro,3,2095,6285,2025-07-17
2663,Monitor,1,2534,2534,2023-08-26
2664,Impresora,2,3351,6702,2024-07-04
2665,Impresora,1,3049,3049,2023-12-11
2666,Auriculares,3,120,360,2024-07-21
2667,Celular,4,4666,18664,2024-01-02
2668,Disco Duro,4,2420,9680,2025-04-25
2669,Auriculares,4,3391,13564,2025-07-06
2670,Mouse,1,2363,2363,2023-12-19
2671,Memoria USB,2,372,744,2024-08-06
2672,Monitor,1,2975,2975,2025-07-09
2673,Tablet,4,1038,4152,2025-02-14
2674,Mouse,3,1199,3597,2023-10-16
2675,Celular,4,3556,14224,2024-08-17
2676,Teclado,3,3670,11010,2025-07-30
2677,Teclado,2,2522,5044,2024-11-17
2678,Mouse,3,3839,11517,2025-02-25
2679,Auriculares,1,999,999,2025-07-07
2680,Tablet,1,4854,4854,2024-07-17
2681,Laptop,1,996,996,2024-03-28
2682,Laptop,3,1391,4173,2024-03-17
2683,Celular,1,2300,2300,2025-06-22
2684,Auriculares,1,4596,4596,2023-11-15
2685,Impresora,1,127,127,2025-07-07
2686,Impresora,2,992,1984,2024-04-23
2687,Monitor,3,1646,4938,2025-07-07
2688,Tablet,3,723,2169,2024-07-22
2689,Tablet,4,894,3576,2024-03-21
2690,Teclado,3,3829,11487,2025-04-09
2691,Disco Duro,2,2431,4862,2025-07-07
2692,Celular,3,2127,6381,2024-02-21
2693,Laptop,2,3573,7146,2024-01-02
2694,Celular,2,1293,2586,2024-08-06
2695,Impresora,3,579,1737,2024-05-30
2696,Impresora,4,136,544,2024-06-10
2697,Mouse,1,4989,4989,2024-05-17
2698,Monitor,1,3066,3066,2024-03-06
2699,Tablet,3,63,189,2025-02-09
2700,Memoria USB,3,528,1584,2025-06-05
2701,Celular,2,3459,6918,2023-09-11
2702,Impresora,3,3948,11844,2025-08-04
2703,Disco Duro,2,4964,9928,2024-09-30
2704,Teclado,4,936,3744,2023-12-15
2705,Laptop,3,2965,8895,2025-07-23
2706,Monitor,1,818,818,2023-09-17
2707,Disco Duro,1,4991,4991,2025-03-10
2708,Monitor,3,1780,5340,2025-07-04
2709,Mouse,2,2353,4706,2024-09-20
2710,Memoria USB,1,3295,3295,2024-09-06
2711,Impresora,2,838,1676,2025-01-26
2712,Teclado,3,2188,6564,2025-02-11
2713,Disco Duro,3,3755,11265,2023-11-13
2714,Monitor,1,3085,3085,2025-02-22
2715,Tablet,3,3279,9837,2024-11-09
2716,Mouse,4,926,3704,2023-11-17
2717,Tablet,4,4128,16512,2024-09-12
2718,Teclado,1,622,622,2025-06-20
2719,Disco Duro,4,4315,17260,2024-09-23
2720,Mouse,2,2653,5306,2024-06-03
2721,Disco Duro,1,1811,1811,2025-07-20
2722,Impresora,1,3547,3547,2025-07-16
2723,Auriculares,2,4563,9126,2024-08-25
2724,Mouse,4,1831,7324,2025-06-07
2725,Tablet,4,3931,15724,2024-10-17
2726,Teclado,4,860,3440,2025-08-09
2727,Memoria USB,1,3162,3162,2025-06-06
2728,Impresora,1,4705,4705,2025-07-19
2729,Auriculares,4,2110,8440,2024-11-07
2730,Memoria USB,3,4635,13905,2025-01-23
2731,Laptop,4,1056,4224,2025-03-28
2732,Impresora,2,744,1488,2024-06-05
2733,Teclado,1,1007,1007,2023-11-25
2734,Monitor,2,822,1644,2025-06-21
2735,Mouse,2,2602,5204,2023-10-02
2736,Disco Duro,1,3857,3857,2024-07-18
2737,Teclado,3,546,1638,2024-01-24
2738,Mouse,4,1685,6740,2025-01-07
2739,Memoria USB,2,1158,2316,2024-05-23
2740,Disco Duro,1,479,479,2025-06-18
2741,Celular,2,2572,5144,2025-03-09
2742,Tablet,4,4440,17760,2024-02-17
2743,Laptop,3,4694,14082,2024-01-06
2744,Impresora,3,2828,8484,2024-02-18
2745,Teclado,3,2918,8754,2024-02-20
2746,Laptop,1,3263,3263,2024-05-07
2747,Monitor,1,4088,4088,2024-04-21
2748,Mouse,3,2351,7053,2023-11-26
2749,Mouse,4,4590,18360,2024-03-06
2750,Teclado,4,3705,14820,2025-01-29
2751,Auriculares,1,651,651,2025-05-15
2752,Auriculares,3,4818,14454,2024-09-12
2753,Celular,4,2476,9904,2024-10-03
2754,Tablet,4,1001,4004,2024-05-17
2755,Disco Duro,4,4674,18696,2024-02-09
2756,Monitor,1,4337,4337,2025-03-28
2757,Laptop,3,1576,4728,2025-07-13
2758,Auriculares,2,2225,4450,2024-02-08
2759,Celular,3,4463,13389,2024-01-28
2760,Celular,3,3975,11925,2025-01-12
2761,Teclado,1,941,941,2024-11-11
2762,Monitor,4,424,1696,2025-06-18
2763,Memoria USB,4,4792,19168,2023-11-12
2764,Disco Duro,1,4704,4704,2023-10-18
2765,Tablet,1,1640,1640,2025-01-22
2766,Impresora,1,2972,2972,2023-12-12
2767,Teclado,1,3138,3138,2023-10-09
2768,Disco Duro,1,1614,1614,2025-04-05
2769,Impresora,2,585,1170,2024-09-01
2770,Impresora,3,4819,14457,2023-09-24
2771,Monitor,3,2888,8664,2025-01-07
2772,Monitor,3,877,2631,2025-05-10
2773,Laptop,4,1304,5216,2023-08-25
2774,Celular,2,604,1208,2024-12-20
2775,Disco Duro,3,4347,13041,2025-01-19
2776,Teclado,4,1265,5060,2023-10-03
2777,Mouse,2,71,142,2023-08-31
2778,Teclado,2,2183,4366,2025-06-09
2779,Laptop,4,557,2228,2025-04-22
2780,Tablet,2,560,1120,2024-01-11
2781,Celular,4,834,3336,2024-10-31
2782,Mouse,3,1435,4305,2023-09-18
2783,Auriculares,4,2858,11432,2023-10-04
2784,Tablet,2,1672,3344,2023-12-31
2785,Monitor,3,2685,8055,2024-03-25
2786,Impresora,3,4534,13602,2025-04-19
2787,Auriculares,1,4082,4082,2025-01-23
2788,Teclado,1,2376,2376,2025-04-11
2789,Teclado,2,3830,7660,2024-08-01
2790,Monitor,4,883,3532,2025-01-11
2791,Laptop,4,205,820,2025-06-02
2792,Disco Duro,2,4376,8752,2024-10-08
2793,Auriculares,3,1571,4713,2024-04-24
2794,Auriculares,2,2227,4454,2024-11-13
2795,Memoria USB,2,781,1562,2023-09-12
2796,Tablet,3,4339,13017,2024-10-03
2797,Celular,4,1299,5196,2024-11-21
2798,Tablet,2,4295,8590,2024-11-08
2799,Disco Duro,4,4747,18988,2024-05-13
2800,Teclado,2,3714,7428,2025-06-12
2801,Teclado,3,3301,9903,2024-02-22
2802,Teclado,3,1556,4668,2024-04-05
2803,Memoria USB,1,3184,3184,2025-02-20
2804,Teclado,3,2790,8370,2024-04-24
2805,Disco Duro,1,1983,1983,2023-11-03
2806,Monitor,2,3865,7730,2024-01-19
2807,Celular,4,3455,13820,2025-01-16
2808,Disco Duro,3,4730,14190,2023-10-30
2809,Celular,3,581,1743,2024-04-08
2810,Disco Duro,3,2441,7323,2025-08-14
2811,Teclado,2,4737,9474,2023-11-02
2812,Monitor,1,2155,2155,2025-04-21
2813,Auriculares,2,2081,4162,2024-09-22
2814,Tablet,4,2200,8800,2023-11-14
2815,Impresora,2,1980,3960,2024-06-16
2816,Monitor,4,3899,15596,2024-06-10
2817,Auriculares,3,3299,9897,2024-04-01
2818,Laptop,4,3904,15616,2024-03-25
2819,Disco Duro,4,3290,13160,2024-04-09
2820,Laptop,1,4707,4707,2024-09-30
2821,Auriculares,4,602,2408,2024-02-07
2822,Monitor,4,1633,6532,2024-07-16
2823,Disco Duro,2,1121,2242,2024-10-21
2824,Impresora,3,308,924,2025-02-26
2825,Teclado,2,3879,7758,2024-03-05
2826,Disco Duro,2,3080,6160,2025-04-21
2827,Disco Duro,3,2946,8838,2025-01-29
2828,Monitor,3,4122,12366,2025-05-08
2829,Monitor,4,1203,4812,2023-11-07
2830,Auriculares,4,4355,17420,2024-05-25
2831,Mouse,1,1466,1466,2024-11-30
2832,Disco Duro,2,1769,3538,2024-11-12
2833,Tablet,3,1923,5769,2024-07-07
2834,Disco Duro,4,3195,12780,2024-01-29
2835,Auriculares,3,1097,3291,2024-12-26
2836,Celular,4,2397,9588,2024-06-30
2837,Laptop,1,867,867,2025-05-14
2838,Teclado,1,2896,2896,2024-01-30
2839,Mouse,3,1259,3777,2024-06-25
2840,Impresora,1,1352,1352,2024-01-15
2841,Impresora,3,3526,10578,2025-06-27
2842,Impresora,4,2399,9596,2024-09-21
2843,Monitor,2,4811,9622,2025-07-13
2844,Impresora,1,4142,4142,2023-11-19
2845,Teclado,4,3257,13028,2024-06-25
2846,Laptop,2,2385,4770,2025-02-18
2847,Impresora,2,2432,4864,2024-08-27
2848,Disco Duro,2,3194,6388,2024-11-15
2849,Disco Duro,4,392,1568,2024-02-05
2850,Monitor,4,1969,7876,2024-09-17
2851,Teclado,3,264,792,2025-05-20
2852,Laptop,2,1860,3720,2024-12-25
2853,Mouse,2,3447,6894,2024-01-19
2854,Auriculares,2,144,288,2024-12-02
2855,Laptop,3,4652,13956,2025-07-23
2856,Auriculares,2,2773,5546,2023-10-04
2857,Celular,4,1939,7756,2023-09-20
2858,Auriculares,2,1655,3310,2025-05-15
2859,Tablet,1,1445,1445,2023-09-22
2860,Disco Duro,4,1560,6240,2025-07-15
2861,Teclado,3,550,1650,2025-06-26
2862,Memoria USB,2,4369,8738,2023-12-28
2863,Monitor,1,3123,3123,2024-06-11
2864,Tablet,3,4776,14328,2024-11-05
2865,Auriculares,3,1821,5463,2024-09-13
2866,Impresora,4,1056,4224,2025-05-25
2867,Teclado,3,3748,11244,2025-01-27
2868,Tablet,3,4031,12093,2025-02-19
2869,Monitor,3,3483,10449,2025-08-01
2870,Disco Duro,3,1162,3486,2023-12-10
2871,Teclado,2,1775,3550,2024-07-15
2872,Monitor,2,4860,9720,2024-09-30
2873,Celular,2,1649,3298,2024-04-23
2874,Celular,2,782,1564,2024-02-01
2875,Monitor,1,4909,4909,2025-03-04
2876,Tablet,2,4859,9718,2024-09-24
2877,Teclado,3,3977,11931,2025-03-27
2878,Tablet,2,577,1154,2024-09-24
2879,Mouse,2,4641,9282,2024-12-27
2880,Auriculares,4,859,3436,2025-05-29
2881,Mouse,3,22,66,2024-04-17
2882,Celular,2,1071,2142,2024-11-29
2883,Disco Duro,2,1424,2848,2025-03-24
2884,Laptop,2,176,352,2023-09-23
2885,Auriculares,1,1957,1957,2023-12-23
2886,Celular,2,530,1060,2025-02-06
2887,Tablet,4,3424,13696,2025-06-19
2888,Tablet,3,4802,14406,2023-12-10
2889,Tablet,3,1157,3471,2024-05-19
2890,Disco Duro,2,3934,7868,2024-09-05
2891,Mouse,2,3341,6682,2024-06-17
2892,Laptop,2,4686,9372,2025-05-10
2893,Tablet,3,734,2202,2024-04-27
2894,Memoria USB,3,2306,6918,2025-01-24
2895,Auriculares,1,2674,2674,2023-09-25
2896,Teclado,4,1010,4040,2024-04-06
2897,Memoria USB,1,4449,4449,2025-03-29
2898,Laptop,4,2180,8720,2024-09-24
2899,Disco Duro,1,4477,4477,2025-08-15
2900,Laptop,3,2164,6492,2025-03-28
2901,Teclado,1,2083,2083,2025-03-14
2902,Auriculares,4,2623,10492,2024-03-29
2903,Teclado,2,1997,3994,2024-08-27
2904,Monitor,4,395,1580,2025-01-31
2905,Auriculares,2,761,1522,2023-11-05
2906,Laptop,3,4505,13515,2025-05-01
2907,Tablet,4,2687,10748,2024-01-05
2908,Laptop,1,1260,1260,2023-11-04
2909,Laptop,4,3490,13960,2024-05-02
2910,Auriculares,2,4939,9878,2023-09-09
2911,Monitor,3,2387,7161,2023-10-04
2912,Laptop,1,2263,2263,2023-10-11
2913,Memoria USB,4,3569,14276,2025-01-18
2914,Celular,2,437,874,2025-03-15
2915,Impresora,1,626,626,2025-03-20
2916,Impresora,3,587,1761,2025-03-26
2917,Laptop,1,563,563,2024-06-20
2918,Memoria USB,3,903,2709,2024-01-11
2919,Tablet,1,4818,4818,2024-03-11
2920,Disco Duro,4,1243,4972,2024-03-16
2921,Disco Duro,2,2913,5826,2024-10-10
2922,Auriculares,4,2088,8352,2024-03-30
2923,Impresora,4,3729,14916,2024-08-18
2924,Laptop,3,1806,5418,2023-11-11
2925,Disco Duro,3,1477,4431,2025-03-07
2926,Laptop,3,1934,5802,2024-06-02
2927,Auriculares,4,97,388,2024-08-25
2928,Impresora,1,3633,3633,2024-12-26
2929,Teclado,1,1328,1328,2024-08-02
2930,Celular,4,667,2668,2024-03-13
2931,Celular,4,2207,8828,2023-09-16
2932,Disco Duro,2,572,1144,2025-02-25
2933,Celular,3,301,903,2023-10-30
2934,Teclado,3,1301,3903,2025-01-19
2935,Laptop,4,1866,7464,2024-12-26
2936,Auriculares,4,2507,10028,2024-04-18
2937,Teclado,1,2813,2813,2024-08-17
2938,Auriculares,4,3731,14924,2024-11-05
2939,Auriculares,1,4219,4219,2023-09-22
2940,Impresora,4,4881,19524,2025-05-12
2941,Laptop,2,2796,5592,2025-07-29
2942,Memoria USB,2,1616,3232,2025-04-15
2943,Celular,1,499,499,2025-07-12
2944,Memoria USB,3,3332,9996,2025-06-09
2945,Impresora,2,3238,6476,2025-08-05
2946,Auriculares,1,1983,1983,2024-07-09
2947,Disco Duro,4,2162,8648,2024-07-31
2948,Celular,4,3918,15672,2025-08-06
2949,Celular,1,2092,2092,2025-02-08
2950,Laptop,3,1315,3945,2024-08-11
2951,Monitor,1,958,958,2024-12-05
2952,Mouse,1,781,781,2023-12-05
2953,Mouse,2,4769,9538,2024-07-09
2954,Mouse,1,1689,1689,2025-03-16
2955,Monitor,1,3882,3882,2025-01-30
2956,Laptop,4,2705,10820,2025-01-07
2957,Monitor,2,3919,7838,2023-11-15
2958,Mouse,4,1951,7804,2025-07-31
2959,Impresora,4,3959,15836,2024-04-13
2960,Teclado,3,1146,3438,2024-05-11
2961,Auriculares,3,3317,9951,2023-08-28
2962,Monitor,2,4690,9380,2024-12-28
2963,Laptop,2,1223,2446,2024-06-06
2964,Laptop,3,4155,12465,2025-03-14
2965,Memoria USB,3,3792,11376,2025-06-09
2966,Teclado,3,539,1617,2025-02-26
2967,Disco Duro,3,2303,6909,2024-08-06
2968,Celular,3,4578,13734,2024-03-09
2969,Mouse,4,502,2008,2025-07-08
2970,Disco Duro,2,2497,4994,2024-07-22
2971,Memoria USB,4,3113,12452,2025-04-20
2972,Mouse,4,362,1448,2024-03-26
2973,Teclado,1,1482,1482,2025-05-06
2974,Memoria USB,4,1222,4888,2024-08-09
2975,Mouse,3,1641,4923,2025-07-14
2976,Teclado,3,2418,7254,2025-06-27
2977,Tablet,1,3616,3616,2025-05-14
2978,Disco Duro,1,3555,3555,2024-07-12
2979,Disco Duro,1,2897,2897,2024-04-06
2980,Celular,1,2410,2410,2024-01-14
2981,Teclado,1,3371,3371,2024-06-25
2982,Monitor,4,2933,11732,2025-06-06
2983,Tablet,1,1209,1209,2025-05-17
2984,Impresora,4,2360,9440,2024-06-02
2985,Mouse,2,3600,7200,2024-09-17
2986,Tablet,1,1623,1623,2024-08-16
2987,Teclado,1,3317,3317,2024-02-03
2988,Auriculares,4,617,2468,2025-03-25
2989,Mouse,2,664,1328,2024-04-02
2990,Laptop,4,4563,18252,2023-12-24
2991,Disco Duro,4,2922,11688,2024-07-31
2992,Teclado,1,783,783,2025-01-27
2993,Laptop,3,4850,14550,2023-10-13
2994,Celular,3,1662,4986,2023-12-29
2995,Memoria USB,4,2317,9268,2024-01-04
2996,Impresora,1,4716,4716,2025-06-09
2997,Impresora,2,2192,4384,2023-12-27
2998,Laptop,3,2180,6540,2023-11-01
2999,Disco Duro,2,3769,7538,2024-05-21
3000,Celular,3,2942,8826,2024-02-25
3001,Auriculares,1,599,599,2023-08-25
3002,Disco Duro,4,3824,15296,2024-06-02
3003,Tablet,2,4898,9796,2023-09-13
3004,Impresora,2,2388,4776,2024-02-04
3005,Tablet,4,3952,15808,2024-06-27
3006,Mouse,2,4647,9294,2024-12-11
3007,Monitor,3,3380,10140,2025-01-01
3008,Teclado,4,4727,18908,2024-10-29
3009,Celular,3,1120,3360,2024-04-12
3010,Disco Duro,3,1690,5070,2025-06-22
3011,Impresora,1,2240,2240,2025-06-15
3012,Tablet,3,4990,14970,2025-08-16
3013,Memoria USB,1,236,236,2024-09-01
3014,Mouse,2,395,790,2025-08-21
3015,Teclado,2,1629,3258,2024-04-24
3016,Teclado,1,4126,4126,2024-06-20
3017,Disco Duro,3,3859,11577,2024-09-30
3018,Celular,4,2959,11836,2025-06-15
3019,Auriculares,4,4082,16328,2025-07-30
3020,Memoria USB,1,1633,1633,2023-09-12
3021,Disco Duro,2,3699,7398,2024-05-05
3022,Tablet,2,4933,9866,2024-09-24
3023,Monitor,4,1316,5264,2025-02-01
3024,Laptop,1,4016,4016,2023-10-12
3025,Auriculares,4,4806,19224,2024-11-11
3026,Celular,3,1175,3525,2024-05-18
3027,Mouse,3,4899,14697,2025-04-08
3028,Auriculares,1,2386,2386,2025-05-19
3029,Impresora,1,2911,2911,2024-05-10
3030,Celular,3,1992,5976,2024-08-21
3031,Monitor,2,804,1608,2023-10-10
3032,Impresora,1,4512,4512,2025-01-21
3033,Auriculares,3,1101,3303,2025-05-12
3034,Laptop,3,2053,6159,2023-12-18
3035,Laptop,2,1634,3268,2024-11-17
3036,Monitor,2,4575,9150,2025-05-24
3037,Teclado,2,2436,4872,2024-09-22
3038,Memoria USB,2,4661,9322,2025-07-05
3039,Mouse,4,3673,14692,2023-09-18
3040,Teclado,2,516,1032,2025-08-02
3041,Laptop,4,524,2096,2024-08-28
3042,Laptop,1,3406,3406,2023-11-27
3043,Tablet,3,2228,6684,2025-02-01
3044,Impresora,4,4833,19332,2025-07-07
3045,Auriculares,1,3236,3236,2025-04-26
3046,Mouse,1,3686,3686,2024-02-24
3047,Monitor,4,1428,5712,2025-07-18
3048,Auriculares,1,4384,4384,2024-03-24
3049,Tablet,1,4097,4097,2024-04-29
3050,Laptop,4,1497,5988,2024-03-25
3051,Monitor,1,4980,4980,2023-09-20
3052,Laptop,2,2417,4834,2023-12-02
3053,Mouse,2,129,258,2023-12-23
3054,Impresora,3,3574,10722,2023-10-15
3055,Auriculares,1,669,669,2024-05-31
3056,Auriculares,3,1519,4557,2025-04-27
3057,Teclado,2,615,1230,2023-12-17
3058,Monitor,2,998,1996,2025-04-29
3059,Memoria USB,2,750,1500,2025-03-01
3060,Tablet,1,76,76,2023-12-14
3061,Memoria USB,1,2263,2263,2025-02-15
3062,Teclado,2,1721,3442,2025-06-28
3063,Mouse,3,1306,3918,2025-07-23
3064,Tablet,3,131,393,2024-06-10
3065,Impresora,4,4826,19304,2024-03-04
3066,Memoria USB,2,1221,2442,2024-06-09
3067,Impresora,3,967,2901,2024-05-09
3068,Memoria USB,2,4141,8282,2024-03-16
3069,Impresora,3,777,2331,2025-03-08
3070,Memoria USB,4,3408,13632,2023-10-10
3071,Impresora,4,1861,7444,2023-08-28
3072,Teclado,2,3555,7110,2024-09-04
3073,Celular,3,2313,6939,2024-09-19
3074,Tablet,1,1124,1124,2024-04-02
3075,Monitor,4,681,2724,2023-09-14
3076,Mouse,2,928,1856,2025-06-09
3077,Disco Duro,2,4637,9274,2023-12-10
3078,Laptop,3,1876,5628,2025-08-15
3079,Monitor,2,2331,4662,2025-02-25
3080,Laptop,4,809,3236,2024-09-24
3081,Tablet,2,191,382,2024-02-10
3082,Monitor,2,4380,8760,2025-07-20
3083,Impresora,1,2006,2006,2025-08-17
3084,Impresora,1,1905,1905,2024-06-23
3085,Disco Duro,4,495,1980,2025-03-08
3086,Laptop,3,1069,3207,2025-03-26
3087,Mouse,1,4149,4149,2025-07-30
3088,Tablet,3,2331,6993,2024-01-20
3089,Impresora,4,1181,4724,2024-10-23
3090,Celular,1,835,835,2025-05-04
3091,Teclado,3,3786,11358,2024-12-01
3092,Teclado,1,2942,2942,2025-05-13
3093,Memoria USB,4,773,3092,2025-04-20
3094,Mouse,4,4681,18724,2025-02-28
3095,Teclado,1,481,481,2023-10-28
3096,Memoria USB,3,3259,9777,2024-01-25
3097,Laptop,2,2722,5444,2024-03-15
3098,Impresora,2,100,200,2024-01-24
3099,Impresora,1,2824,2824,2025-07-13
3100,Celular,3,889,2667,2025-01-12
3101,Monitor,2,4714,9428,2025-03-16
3102,Teclado,4,826,3304,2023-11-04
3103,Laptop,3,1954,5862,2023-10-10
3104,Auriculares,2,723,1446,2024-12-01
3105,Teclado,3,2543,7629,2025-03-29
3106,Mouse,1,2659,2659,2025-07-30
3107,Monitor,3,4602,13806,2024-02-17
3108,Teclado,2,3929,7858,2023-10-09
3109,Laptop,1,4821,4821,2023-11-02
3110,Teclado,3,1184,3552,2023-12-13
3111,Mouse,4,639,2556,2024-01-28
3112,Auriculares,2,3086,6172,2023-09-21
3113,Tablet,1,4892,4892,2023-11-27
3114,Disco Duro,3,466,1398,2024-04-29
3115,Auriculares,4,2357,9428,2025-01-22
3116,Memoria USB,2,228,456,2023-11-22
3117,Teclado,4,2480,9920,2023-12-13
3118,Impresora,3,3462,10386,2024-05-07
3119,Celular,3,2731,8193,2023-12-07
3120,Impresora,1,2357,2357,2025-03-19
3121,Auriculares,4,1311,5244,2024-09-15
3122,Impresora,1,2218,2218,2024-08-14
3123,Laptop,2,1420,2840,2024-03-08
3124,Impresora,1,4970,4970,2024-10-22
3125,Monitor,2,2675,5350,2024-12-12
